0.000000,4767,24,1010,5,7,5,7
0.016667,4840,24,1007,5,7,5,7
0.033333,4838,24,1007,5,7,5,7
0.050000,4837,24,1010,5,7,5,7
0.066667,4837,21,1007,5,7,5,7
0.083333,4838,24,1007,5,7,5,7
0.100000,4840,24,1010,5,7,5,7
0.116667,4840,24,1010,5,7,5,7
0.133333,4838,21,1013,5,7,5,7
0.150000,4838,24,1010,5,7,5,7
0.166667,4837,21,1010,6,7,5,7
0.183333,4837,24,1007,5,7,5,7
0.200000,4837,24,1007,5,7,5,7
0.216667,4840,24,1004,5,7,5,7
0.233333,4840,24,1010,5,7,5,7
0.250000,4840,21,1007,5,7,5,7
0.266667,4840,24,1007,5,7,5,7
0.283333,4840,24,1010,5,7,5,7
0.300000,4838,21,1007,5,7,5,7
0.316667,4838,24,1007,5,7,5,7
0.333333,4837,24,1010,5,7,5,7
0.350000,4837,21,1007,5,7,5,7
0.366667,4837,24,1007,5,7,5,7
0.383333,4837,21,1007,5,7,5,7
0.400000,4838,24,1010,5,7,5,7
0.416667,4838,21,1004,5,7,5,7
0.433333,4840,24,1007,5,7,5,7
0.450000,4840,21,1010,5,7,5,7
0.466667,4841,24,1007,5,7,5,7
0.483333,4840,21,1007,5,7,5,7
0.500000,4840,24,1007,5,7,5,7
0.516667,4840,24,1010,5,7,5,7
0.533333,4838,24,1004,5,7,5,7
0.550000,4838,27,1007,6,7,5,7
0.566667,4838,24,1010,5,7,5,7
0.583333,4837,24,1007,5,7,5,7
0.600000,4838,24,1010,5,7,5,7
0.616667,4837,21,1010,5,7,5,7
0.633333,4835,21,1007,5,7,5,7
0.650000,4835,21,1013,5,7,5,7
0.666667,4837,21,1010,6,7,5,7
0.683333,4838,21,1010,5,7,5,7
0.700000,4838,21,1010,5,7,5,7
0.716667,4840,21,1010,5,7,5,7
0.733333,4840,21,1007,5,7,5,7
0.750000,4840,24,1007,5,7,5,7
0.766667,4841,21,1010,5,7,5,7
0.783333,4841,24,1010,5,7,5,7
0.800000,4840,24,1010,5,7,5,7
0.816667,4840,21,1010,5,7,5,7
0.833333,4840,24,1007,5,7,5,7
0.850000,4840,24,1007,5,7,5,7
0.866667,4838,24,1010,5,7,5,7
0.883333,4838,24,1007,5,7,5,7
0.900000,4838,21,1010,5,7,5,7
0.916667,4838,21,1007,5,7,5,7
0.933333,4837,24,1007,5,7,5,7
0.950000,4837,24,1007,5,7,5,7
0.966667,4837,24,1013,5,7,5,7
0.983333,4835,21,1007,5,7,5,7
1.000000,4835,24,1007,5,7,5,7
1.016667,4837,21,1007,5,7,5,7
1.033333,4835,24,1007,5,7,5,7
1.050000,4837,21,1010,5,7,5,7
1.066667,4835,21,1010,5,7,5,7
1.083333,4837,21,1007,5,7,5,7
1.100000,4838,21,1010,6,7,5,7
1.116667,4840,24,1010,5,7,5,7
1.133333,4840,27,1007,5,7,5,7
1.150000,4840,24,1010,5,7,5,7
1.166667,4841,21,1010,5,7,5,7
1.183333,4840,24,1010,5,7,5,7
1.200000,4840,24,1007,5,7,5,7
1.216667,4840,21,1010,5,7,5,7
1.233333,4840,24,1007,5,7,5,7
1.250000,4840,21,1007,5,7,5,7
1.266667,4840,21,1010,5,7,5,7
1.283333,4840,24,1007,5,7,5,7
1.300000,4840,24,1007,5,7,5,7
1.316667,4840,24,1007,5,7,5,7
1.333333,4838,24,1010,5,7,5,7
1.350000,4838,21,1010,5,7,5,7
1.366667,4838,24,1010,5,7,5,7
1.383333,4838,21,1004,5,7,5,7
1.400000,4838,24,1013,6,7,5,7
1.416667,4837,24,1010,5,7,5,7
1.433333,4837,24,1010,5,7,5,7
1.450000,4837,21,1010,5,7,5,7
1.466667,4837,21,1010,5,7,5,7
1.483333,4837,24,1010,5,7,5,7
1.500000,4837,24,1010,5,7,5,7
1.516667,4835,24,1010,5,7,5,7
1.533333,4835,21,1013,5,7,5,7
1.550000,4835,24,1007,5,7,5,7
1.566667,4837,21,1007,5,7,5,7
1.583333,4835,24,1010,5,7,5,7
1.600000,4838,24,1010,5,7,5,7
1.616667,4837,24,1010,5,7,5,7
1.633333,4837,21,1010,5,7,5,7
1.650000,4837,21,1010,5,7,5,7
1.666667,4838,24,1010,5,7,5,7
1.683333,4840,27,1007,5,7,5,7
1.700000,4840,21,1007,5,7,5,7
1.716667,4840,24,1010,5,7,5,7
1.733333,4840,24,1010,5,7,5,7
1.750000,4841,21,1007,6,7,5,7
1.766667,4841,21,1010,5,7,5,7
1.783333,4840,24,1010,5,7,5,7
1.800000,4841,21,1013,5,7,5,7
1.816667,4841,24,1010,5,7,5,7
1.833333,4840,24,1007,5,7,5,7
1.850000,4840,24,1010,5,7,5,7
1.866667,4840,24,1007,5,7,5,7
1.883333,4840,24,1010,5,7,5,7
1.900000,4840,21,1007,5,7,5,7
1.916667,4840,24,1010,5,7,5,7
1.933333,4840,24,1010,5,7,5,7
1.950000,4838,24,1010,5,7,5,7
1.966667,4838,24,1007,5,7,5,7
1.983333,4838,21,1007,5,7,5,7
2.000000,4838,24,1010,6,7,5,7
2.016667,4838,24,1007,5,7,5,7
2.033333,4838,24,1007,5,7,5,7
2.050000,4838,24,1010,5,7,5,7
2.066667,4838,24,1010,5,7,5,7
2.083333,4837,24,1007,5,7,5,7
2.100000,4837,21,1007,5,7,5,7
2.116667,4837,24,1010,5,7,5,7
2.133333,4837,24,1007,5,7,5,7
2.150000,4835,21,1007,5,7,5,7
2.166667,4837,24,1010,5,7,5,7
2.183333,4837,24,1010,5,7,5,7
2.200000,4835,24,1010,5,7,5,7
2.216667,4837,21,1010,5,7,5,7
2.233333,4835,21,1007,5,7,5,7
2.250000,4835,21,1007,5,7,5,7
2.266667,4837,21,1007,5,7,5,7
2.283333,4837,24,1007,5,7,5,7
2.300000,4837,24,1007,5,7,5,7
2.316667,4837,24,1007,5,7,5,7
2.333333,4837,24,1007,5,7,5,7
2.350000,4837,21,1010,5,7,5,7
2.366667,4838,24,1007,5,7,5,7
2.383333,4838,24,1007,5,7,5,7
2.400000,4838,21,1010,5,7,5,7
2.416667,4840,21,1010,5,7,5,7
2.433333,4840,27,1007,5,7,5,7
2.450000,4838,24,1007,5,7,5,7
2.466667,4840,24,1007,5,7,5,7
2.483333,4840,24,1010,5,7,5,7
2.500000,4841,27,1007,5,7,5,7
2.516667,4840,24,1010,6,7,5,7
2.533333,4841,24,1010,5,7,5,7
2.550000,4840,24,1010,5,7,5,7
2.566667,4841,24,1007,5,7,5,7
2.583333,4841,21,1010,5,7,5,7
2.600000,4841,24,1004,5,7,5,7
2.616667,4840,21,1007,6,7,5,7
2.633333,4840,21,1004,5,7,5,7
2.650000,4840,24,1007,5,7,5,7
2.666667,4840,27,1007,5,7,5,7
2.683333,4840,24,1010,5,7,5,7
2.700000,4840,24,1007,5,7,5,7
2.716667,4840,24,1007,5,7,5,7
2.733333,4840,24,1007,5,7,5,7
2.750000,4840,24,1010,5,7,5,7
2.766667,4840,27,1007,5,7,5,7
2.783333,4838,21,1010,5,7,5,7
2.800000,4838,21,1007,5,7,5,7
2.816667,4838,24,1004,5,7,5,7
2.833333,4838,24,1013,5,7,5,7
2.850000,4838,27,1010,5,7,5,7
2.866667,4838,21,1010,5,7,5,7
2.883333,4838,21,1010,5,7,5,7
2.900000,4837,21,1007,5,7,5,7
2.916667,4838,24,1010,5,7,5,7
2.933333,4837,24,1010,5,7,5,7
2.950000,4837,24,1010,5,7,5,7
2.966667,4837,24,1007,5,7,5,7
2.983333,4837,21,1007,5,7,5,7
3.000000,4837,21,1007,5,7,5,7
3.016667,4837,24,1010,5,7,5,7
3.033333,4837,24,1007,5,7,5,7
3.050000,4837,24,1010,5,7,5,7
3.066667,4835,24,1010,6,7,5,7
3.083333,4835,21,1010,5,7,5,7
3.100000,4837,24,1007,5,7,5,7
3.116667,4835,21,1007,5,7,5,7
3.133333,4837,24,1010,5,7,5,7
3.150000,4837,24,1007,5,7,5,7
3.166667,4837,24,1004,5,7,5,7
3.183333,4837,21,1007,6,7,5,7
3.200000,4835,21,1010,5,7,5,7
3.216667,4835,24,1010,5,7,5,7
3.233333,4835,21,1010,5,7,5,7
3.250000,4837,21,1010,5,7,5,7
3.266667,4837,24,1010,5,7,5,7
3.283333,4838,24,1007,5,7,5,7
3.300000,4837,21,1007,5,7,5,7
3.316667,4838,24,1010,5,7,5,7
3.333333,4838,27,1010,5,7,5,7
3.350000,4840,24,1007,5,7,5,7
3.366667,4838,24,1007,5,7,5,7
3.383333,4838,27,1010,5,7,5,7
3.400000,4838,24,1007,5,7,5,7
3.416667,4840,21,1010,5,7,5,7
3.433333,4840,24,1013,5,7,5,7
3.450000,4838,24,1010,5,7,5,7
3.466667,4840,24,1007,5,7,5,7
3.483333,4840,24,1010,5,7,5,7
3.500000,4840,24,1010,5,7,5,7
3.516667,4840,27,1010,5,7,5,7
3.533333,4840,24,1010,5,7,5,7
3.550000,4840,21,1010,5,7,5,7
3.566667,4840,24,1010,5,7,5,7
3.583333,4840,27,1010,5,7,5,7
3.600000,4840,24,1007,5,7,5,7
3.616667,4841,24,1010,5,7,5,7
3.633333,4841,24,1007,5,7,5,7
3.650000,4840,21,1010,5,7,5,7
3.666667,4841,21,1007,5,7,5,7
3.683333,4840,24,1007,5,7,5,7
3.700000,4840,24,1010,5,7,5,7
3.716667,4840,24,1007,5,7,5,7
3.733333,4840,24,1007,5,7,5,7
3.750000,4840,24,1007,5,7,5,7
3.766667,4840,27,1007,5,7,5,7
3.783333,4840,24,1010,5,7,5,7
3.800000,4838,24,1010,5,7,5,7
3.816667,4840,24,1010,6,7,5,7
3.833333,4838,18,1010,5,7,5,7
3.850000,4840,21,1010,5,7,5,7
3.866667,4838,24,1010,5,7,5,7
3.883333,4838,27,1007,5,7,5,7
3.900000,4840,21,1010,5,7,5,7
3.916667,4838,24,1007,5,7,5,7
3.933333,4838,21,1007,5,7,5,7
3.950000,4838,24,1013,5,7,5,7
3.966667,4838,24,1007,5,7,5,7
3.983333,4838,21,1007,5,7,5,7
4.000000,4838,24,1007,5,7,5,7
4.016667,4838,24,1010,5,7,5,7
4.033333,4838,27,1007,5,7,5,7
4.050000,4838,24,1007,5,7,5,7
4.066667,4837,24,1010,6,7,5,7
4.083333,4837,21,1010,5,7,5,7
4.100000,4837,24,1010,5,7,5,7
4.116667,4837,21,1010,5,7,5,7
4.133333,4837,24,1010,5,7,5,7
4.150000,4837,24,1010,5,7,5,7
4.166667,4837,24,1007,5,7,5,7
4.183333,4837,24,1004,5,7,5,7
4.200000,4837,27,1007,5,7,5,7
4.216667,4835,24,1007,5,7,5,7
4.233333,4837,24,1007,5,7,5,7
4.250000,4837,24,1010,5,7,5,7
4.266667,4835,24,1007,5,7,5,7
4.283333,4837,21,1007,5,7,5,7
4.300000,4835,24,1007,5,7,5,7
4.316667,4837,24,1010,5,7,5,7
4.333333,4837,21,1010,5,7,5,7
4.350000,4837,24,1007,5,7,5,7
4.366667,4837,24,1010,5,7,5,7
4.383333,4835,24,1007,5,7,5,7
4.400000,4835,21,1010,5,7,5,7
4.416667,4837,21,1007,5,7,5,7
4.433333,4837,24,1010,5,7,5,7
4.450000,4837,24,1010,5,7,5,7
4.466667,4837,24,1007,5,7,5,7
