0.000000,4806,27,479,6,6,5,6
0.016667,4837,24,510,6,6,5,6
0.033333,4835,24,510,6,6,5,6
0.050000,4835,27,504,6,6,5,6
0.066667,4837,24,504,6,6,5,6
0.083333,4838,27,507,6,6,5,6
0.100000,4840,27,507,6,6,5,6
0.116667,4841,24,510,6,6,5,6
0.133333,4841,27,507,6,6,5,6
0.150000,4841,27,507,6,6,5,6
0.166667,4841,27,507,6,6,5,6
0.183333,4840,24,504,6,6,5,6
0.200000,4840,24,507,6,6,5,6
0.216667,4840,24,507,6,6,5,6
0.233333,4838,24,507,6,6,5,6
0.250000,4838,24,507,6,6,5,6
0.266667,4838,27,507,6,6,5,6
0.283333,4837,27,507,6,6,5,6
0.300000,4837,27,507,6,6,5,6
0.316667,4837,24,507,6,6,5,6
0.333333,4837,24,507,6,6,5,6
0.350000,4837,24,510,6,6,5,6
0.366667,4835,24,504,6,6,5,6
0.383333,4837,27,507,6,6,5,6
0.400000,4835,27,507,6,6,5,6
0.416667,4835,24,507,5,6,5,6
0.433333,4835,27,507,6,6,5,6
0.450000,4837,27,510,6,6,5,6
0.466667,4837,24,507,6,6,5,6
0.483333,4837,24,507,6,6,5,6
0.500000,4838,24,504,6,6,5,6
0.516667,4838,24,507,6,6,5,6
0.533333,4840,24,504,6,6,5,6
0.550000,4841,24,507,6,6,5,6
0.566667,4841,24,507,6,6,5,6
0.583333,4841,24,507,6,6,5,6
0.600000,4841,24,507,6,6,5,6
0.616667,4841,24,504,6,6,5,6
0.633333,4841,27,500,6,6,5,6
0.650000,4841,24,504,6,6,5,6
0.666667,4841,27,507,6,6,5,6
0.683333,4840,27,510,6,6,5,6
0.700000,4840,27,504,6,6,5,6
0.716667,4840,27,500,6,6,5,6
0.733333,4840,27,504,6,6,5,6
0.750000,4840,27,510,6,6,5,6
0.766667,4838,27,500,6,6,5,6
0.783333,4838,24,507,6,6,5,6
0.800000,4838,27,507,6,6,5,6
0.816667,4838,24,504,6,6,5,6
0.833333,4838,24,507,6,6,5,6
0.850000,4838,27,507,6,6,5,6
0.866667,4837,27,504,6,6,5,6
0.883333,4837,24,510,6,6,5,6
0.900000,4837,24,507,6,6,5,6
0.916667,4837,27,504,6,6,5,6
0.933333,4837,24,507,6,6,5,6
0.950000,4835,27,507,6,6,5,6
0.966667,4835,27,507,6,6,5,6
0.983333,4835,24,507,6,6,5,6
1.000000,4837,24,507,6,6,5,6
1.016667,4835,27,507,6,6,5,6
1.033333,4837,24,500,6,6,5,6
1.050000,4835,27,507,6,6,5,6
1.066667,4835,21,504,6,6,5,6
1.083333,4835,27,510,6,6,5,6
1.100000,4835,24,507,6,6,5,6
1.116667,4835,27,507,6,6,5,6
1.133333,4835,24,504,6,6,5,6
1.150000,4837,24,504,6,6,5,6
1.166667,4837,27,507,6,6,5,6
1.183333,4838,27,507,6,6,5,6
1.200000,4837,24,504,6,6,5,6
1.216667,4838,27,507,6,6,5,6
1.233333,4840,24,510,6,6,5,6
1.250000,4841,24,504,6,6,5,6
1.266667,4841,24,504,6,6,5,6
1.283333,4841,24,507,6,6,5,6
1.300000,4841,21,500,6,6,5,6
1.316667,4841,27,504,6,6,5,6
1.333333,4841,24,504,6,6,5,6
1.350000,4841,27,504,6,6,5,6
1.366667,4841,24,510,6,6,5,6
1.383333,4841,24,504,6,6,5,6
1.400000,4841,24,507,6,6,5,6
1.416667,4841,27,504,6,6,5,6
1.433333,4841,24,507,6,6,5,6
1.450000,4841,27,504,6,6,5,6
1.466667,4840,24,507,6,6,5,6
1.483333,4840,24,507,6,6,5,6
1.500000,4840,24,500,6,6,5,6
1.516667,4840,24,504,6,6,5,6
1.533333,4840,24,507,6,6,5,6
1.550000,4840,27,504,6,6,5,6
1.566667,4840,24,507,6,6,5,6
1.583333,4840,24,507,6,6,5,6
1.600000,4840,27,507,6,6,5,6
1.616667,4838,27,504,6,6,5,6
1.633333,4838,24,507,6,6,5,6
1.650000,4838,24,504,6,6,5,6
