0.133333,4848,4161,546
0.000000,4879,4155,583
0.016667,4879,4154,583
0.033333,4877,4154,583
0.050000,4877,4153,583
0.083333,4880,4152,583
0.100000,4882,4152,586
0.116667,4883,4150,583
0.133333,4883,4150,586
0.150000,4883,4149,583
0.166667,4883,4149,586
0.183333,4882,4149,583
0.200000,4882,4148,580
0.216667,4882,4148,583
0.233333,4880,4148,583
0.250000,4880,4147,583
0.266667,4880,4147,583
0.283333,4880,4146,583
0.300000,4879,4146,583
0.316667,4879,4146,586
0.333333,4879,4146,586
0.350000,4879,4144,586
0.366667,4877,4144,583
0.383333,4879,4144,580
0.400000,4877,4144,583
0.416667,4877,4143,583
0.433333,4877,4143,586
0.450000,4877,4143,589
0.466667,4879,4143,583
0.483333,4879,4142,583
0.500000,4879,4142,589
0.516667,4880,4142,586
0.533333,4882,4142,586
0.550000,4883,4141,583
0.566667,4883,4141,583
0.583333,4883,4141,583
0.600000,4883,4141,583
0.616667,4883,4139,583
0.633333,4883,4139,586
0.650000,4883,4139,583
0.666667,4883,4139,583
0.683333,4882,4139,586
0.700000,4882,4139,586
0.716667,4882,4138,586
0.733333,4882,4138,583
0.750000,4882,4138,586
0.766667,4882,4138,586
0.783333,4880,4138,583
0.800000,4880,4137,586
0.816667,4880,4137,586
0.833333,4880,4137,589
0.850000,4880,4137,586
0.866667,4880,4137,589
0.883333,4879,4136,586
0.900000,4879,4136,583
0.916667,4879,4136,586
0.933333,4879,4136,583
0.950000,4879,4136,583
0.966667,4879,4136,583
0.983333,4877,4136,586
1.000000,4879,4136,583
1.016667,4879,4135,583
1.033333,4877,4135,583
1.050000,4877,4135,586
1.066667,4877,4135,586
1.083333,4877,4135,586
1.100000,4877,4135,583
1.116667,4877,4135,586
1.133333,4877,4135,586
1.150000,4879,4133,586
1.166667,4879,4133,586
1.183333,4880,4133,586
1.200000,4879,4133,586
1.216667,4882,4132,583
1.233333,4882,4132,586
1.250000,4882,4132,586
1.266667,4883,4132,586
1.283333,4883,4132,583
1.300000,4883,4131,586
1.316667,4885,4131,586
1.333333,4883,4131,583
1.350000,4883,4131,586
1.366667,4883,4131,586
1.383333,4883,4131,583
1.400000,4883,4131,586
1.416667,4883,4130,586
1.433333,4883,4130,586
1.450000,4883,4130,586
1.466667,4882,4130,586
1.483333,4882,4130,583
1.500000,4882,4130,586
1.516667,4882,4130,583
1.533333,4882,4130,583
1.550000,4882,4130,586
1.566667,4882,4128,583
1.583333,4882,4128,580
1.600000,4882,4128,583
1.616667,4882,4128,583
1.633333,4880,4128,586
1.650000,4880,4128,583
1.666667,4880,4128,583
1.683333,4880,4127,586
1.700000,4880,4127,586
1.716667,4880,4127,583
1.733333,4880,4127,583
1.750000,4880,4127,589
1.766667,4879,4127,586
1.783333,4879,4127,583
1.800000,4879,4127,583
1.816667,4879,4127,586
1.833333,4879,4126,583
1.850000,4879,4126,586
1.866667,4879,4126,583
1.883333,4879,4126,586
1.900000,4877,4126,583
1.916667,4877,4126,583
1.933333,4877,4126,583
1.950000,4877,4125,586
1.966667,4877,4125,586
1.983333,4877,4125,586
2.000000,4877,4125,586
2.016667,4877,4125,583
2.033333,4877,4125,583
2.050000,4877,4125,586
2.066667,4877,4125,586
2.083333,4877,4125,583
2.100000,4877,4125,586
2.116667,4877,4124,583
2.133333,4880,4124,583
2.150000,4879,4124,583
2.166667,4877,4124,586
2.183333,4880,4124,586
2.200000,4880,4124,586
2.216667,4880,4124,589
2.233333,4880,4124,586
2.250000,4880,4124,586
2.266667,4882,4124,583
2.283333,4882,4124,586
2.300000,4882,4122,583
2.316667,4883,4122,586
2.333333,4883,4122,589
2.350000,4883,4122,586
2.366667,4883,4122,586
2.383333,4883,4122,586
2.400000,4883,4121,586
2.416667,4883,4122,586
2.433333,4883,4121,589
2.450000,4883,4121,589
2.466667,4883,4121,586
2.483333,4883,4121,583
2.500000,4883,4121,583
2.516667,4883,4121,586
2.533333,4883,4121,586
2.550000,4883,4121,589
2.566667,4883,4120,583
2.583333,4882,4120,586
2.600000,4882,4120,583
2.616667,4882,4120,586
2.633333,4882,4120,586
2.650000,4882,4120,586
2.666667,4882,4120,583
2.683333,4882,4120,586
2.700000,4882,4120,583
2.716667,4882,4120,586
2.733333,4880,4120,586
2.750000,4880,4119,583
2.766667,4880,4119,586
2.783333,4880,4119,583
2.800000,4880,4119,583
2.816667,4880,4119,586
2.833333,4880,4119,586
2.850000,4882,4119,586
2.866667,4880,4119,586
2.883333,4880,4119,586
2.900000,4880,4119,586
2.916667,4880,4119,586
2.933333,4880,4119,589
2.950000,4880,4117,586
2.966667,4879,4117,586
2.983333,4879,4117,586
3.000000,4879,4117,586
3.016667,4879,4117,589
3.033333,4879,4117,589
3.050000,4879,4117,586
3.066667,4879,4117,586
3.083333,4879,4116,583
3.100000,4879,4116,589
3.116667,4877,4116,589
3.133333,4877,4116,586
3.150000,4877,4116,586
3.166667,4877,4116,583
3.183333,4879,4116,589
3.200000,4877,4116,586
3.216667,4877,4116,583
3.233333,4877,4116,586
3.250000,4877,4116,583
3.266667,4877,4116,583
3.283333,4877,4115,586
3.300000,4877,4115,583
3.316667,4877,4115,583
3.333333,4877,4115,586
3.350000,4877,4115,583
3.366667,4877,4115,586
3.383333,4880,4115,586
3.400000,4877,4115,583
3.416667,4877,4115,583
3.433333,4877,4115,586
3.450000,4879,4115,586
3.466667,4879,4115,586
3.483333,4879,4115,586
3.500000,4879,4115,586
3.516667,4880,4115,586
3.533333,4880,4114,586
3.550000,4882,4114,586
3.566667,4882,4115,586
3.583333,4882,4114,586
3.600000,4883,4114,586
3.616667,4880,4114,586
3.633333,4882,4114,589
3.650000,4883,4114,586
3.666667,4883,4114,589
3.683333,4883,4114,586
3.700000,4883,4114,589
3.716667,4882,4114,586
3.733333,4883,4114,589
3.750000,4883,4113,583
3.766667,4883,4113,589
3.783333,4883,4113,589
3.800000,4883,4113,586
3.816667,4883,4113,583
3.833333,4883,4113,586
3.850000,4883,4113,586
3.866667,4883,4111,586
3.883333,4883,4113,586
3.900000,4883,4111,586
3.916667,4883,4111,583
3.933333,4883,4111,586
3.950000,4883,4111,586
3.966667,4882,4111,586
3.983333,4883,4111,586
4.000000,4883,4111,589
4.016667,4882,4111,586
4.033333,4882,4111,586
4.050000,4882,4111,583
4.066667,4882,4111,583
4.083333,4882,4110,589
4.100000,4882,4110,586
4.116667,4882,4111,586
4.133333,4882,4110,586
4.150000,4882,4110,583
4.166667,4882,4110,586
4.183333,4882,4110,583
4.200000,4882,4110,586
4.216667,4880,4110,586
4.233333,4882,4110,586
4.250000,4880,4110,586
4.266667,4880,4110,589
4.283333,4880,4110,583
4.300000,4880,4110,586
4.316667,4880,4110,589
4.333333,4882,4110,586
4.350000,4880,4109,589
4.366667,4880,4109,586
4.383333,4880,4109,586
4.400000,4880,4109,586
4.416667,4880,4109,586
4.433333,4880,4109,586
4.450000,4880,4109,586
4.466667,4880,4109,586
4.483333,4879,4109,589
4.500000,4879,4109,583
4.516667,4879,4109,592
4.533333,4879,4109,586
4.550000,4879,4109,589
4.566667,4879,4108,589
4.583333,4879,4108,586
4.600000,4879,4108,586
4.616667,4879,4108,589
4.633333,4879,4108,586
4.650000,4879,4108,586
4.666667,4879,4108,586
4.683333,4879,4108,586
4.700000,4879,4108,589
4.716667,4879,4108,589
4.733333,4877,4108,583
4.750000,4877,4107,586
4.766667,4877,4108,586
4.783333,4877,4107,583
4.800000,4877,4107,586
4.816667,4879,4107,589
4.833333,4877,4107,586
4.850000,4877,4107,586
4.866667,4877,4107,586
4.883333,4877,4107,586
4.900000,4877,4107,586
4.916667,4877,4107,586
4.933333,4877,4107,589
4.950000,4877,4107,589
4.966667,4876,4107,589
4.983333,4877,4105,589
5.000000,4877,4105,586
5.016667,4877,4105,589
5.033333,4879,4105,586
5.050000,4877,4105,586
5.066667,4877,4105,586
5.083333,4877,4105,586
5.100000,4879,4105,583
5.116667,4879,4105,586
5.133333,4879,4105,589
5.150000,4879,4105,586
5.166667,4879,4105,586
5.183333,4880,4105,586
5.200000,4880,4105,589
5.216667,4882,4104,586
5.233333,4879,4104,586
5.250000,4880,4104,586
5.266667,4880,4104,589
5.283333,4882,4104,586
5.300000,4882,4104,589
5.316667,4882,4104,586
5.333333,4882,4104,586
5.350000,4882,4104,589
5.366667,4883,4104,586
5.383333,4883,4104,589
